id,merchant_id,dba_name,partner_branch_number,status,status_category,current_processor,created_at,updated_at,tenant_id
2938,LEAD-7WWRH0AD,Florida Slim Guys LLC,4501,Cannot Convert Equipment,Dead End,,2025-11-01 19:44:46.7546,2025-11-01 19:44:46.7546,1
2939,LEAD-DMH3Q9VQ,Hungry Harry's Famous BBQ,4501,Called LVM,Qualifying,,2025-11-01 19:44:46.8469,2025-11-01 19:44:46.8469,1
2940,LEAD-JPQZYDJK,Quinns Quality Services Inc.,4705,Buried - Zero Chance For Deal,Dead End,,2025-11-01 19:44:46.937455,2025-11-01 19:44:46.937455,1
2941,LEAD-3WPFFEVJ,Cloud Factory LLC,4017,Buried - No Reason Specified,Dead End,,2025-11-01 19:44:47.027601,2025-11-01 19:44:47.027601,1
2942,LEAD-MEDUT419,Staggs Insurance,,Buried - No Reason Specified,Dead End,,2025-11-01 19:44:47.210211,2025-11-01 19:44:47.210211,1
2943,LEAD-FZVXRSJK,Pizza Works,,Buried - No Reason Specified,Dead End,,2025-11-01 19:44:47.301738,2025-11-01 19:44:47.301738,1
2944,LEAD-HOA9U22J,ARKANSAS BARBECUE OF HWY 5 LLC,,Future Follow Up,Not Yet Interested,,2025-11-01 19:44:47.391865,2025-11-01 19:44:47.391865,1
2945,LEAD-YU1IXPCA,ISLAMORADA CHAMBER OF COMMERCE,4003,Merchant Is Live,Boarding,Clearent,2025-11-01 19:45:04.858692,2025-11-01 19:45:04.858692,1
334,6588000002468540,Captain Jack Painting,4007,Business Closed,Merchant Cancelled,Clearent,2025-10-31 06:55:41.456665,2025-11-01 19:50:41.823,1
353,6588000002437050,AMARILLO ISD TASCOSA HIGH FOOD SERVICE,2006,Merchant Is Live,Boarding,Clearent,2025-10-31 06:55:43.055241,2025-11-01 19:50:43.529,1
387,6588000002387790,TRUE ALUMINUM INC.,4510,Business Closed,Merchant Cancelled,Clearent,2025-10-31 06:55:46.093144,2025-11-01 19:50:46.758,1
408,6588000002318430,CORNING THERAPY AND LIVING CENTER,,Merchant Is Live,Boarding,Clearent,2025-10-31 06:55:47.877449,2025-11-01 19:50:48.664,1
413,6588000002318390,CHAMBERS HEALTH AND REHABILITATION,,Merchant Is Live,Boarding,Clearent,2025-10-31 06:55:48.300592,2025-11-01 19:50:49.114,1
443,6588000002318760,MOUNTAIN MEADOWS HEALTH AND REHABILITATION,,Merchant Is Live,Boarding,Clearent,2025-10-31 06:55:50.815036,2025-11-01 19:50:51.824,1
475,6588000002306320,DIVERSITY MRI,4604,Merchant Is Live,Boarding,Clearent,2025-10-31 06:55:53.513263,2025-11-01 19:50:54.725,1
490,6588000002206630,NAUTI TREASURES KEY WEST,4007,Business Closed,Merchant Cancelled,Clearent,2025-10-31 06:55:54.774761,2025-11-01 19:50:56.07,1
510,6588000001914950,MOTORSPORTS AUTHORITY-RUSSELLVILLE,,Business Closed,Merchant Cancelled,Clearent,2025-10-31 06:55:56.441775,2025-11-01 19:50:57.886,1
424,6588000002330330,TIMBERLANE HEALTH & REHABILITATION,,Merchant Is Live,Boarding,Clearent,2025-10-31 06:55:49.221247,2025-11-14 14:36:20.607,1
357,6588000002437440,AMARILLO ISD CAPROCK HIGH SCHOOL FOOD SERVICE,2006,Merchant Is Live,Boarding,Clearent,2025-10-31 06:55:43.391236,2025-11-14 14:36:28.451,1
365,924600888802050,VENTURE OUT COMMUNITY STO,4704,Business Closed,Merchant Cancelled,Merchant Lynx,2025-10-31 06:55:44.237148,2025-11-14 14:36:52.033,1
463,924600999134701,EYE CARE AND SURGERY CENT,4013,Business Closed,Merchant Cancelled,Merchant Lynx,2025-10-31 06:55:52.494085,2025-11-14 14:36:57.41,1
2947,LEAD-XE5AFULB,Partners Imaging Center of Sarasota LLC,4715,Brand New,Qualifying,,2025-11-01 19:49:25.547954,2025-11-01 19:49:25.547954,1
2948,LEAD-QJU5XGFF,Beach House Builders,4212,Proposal Completed,Deal Status,,2025-11-01 19:49:25.63739,2025-11-01 19:49:25.63739,1
2949,LEAD-YFPNDZJD,2M STORAGE,1110,Application Sent To Merchant,Deal Status,,2025-11-01 19:49:25.727304,2025-11-01 19:49:25.727304,1
2950,LEAD-R4644BL3,3A REFRIGERATION LLC,1001,Application Sent To Merchant,Deal Status,,2025-11-01 19:49:25.815678,2025-11-01 19:49:25.815678,1
2951,LEAD-FUSE3SAX,"Panabelle, Inc. DBA Holiday Camp Ground",4220,Called LVM,Qualifying,,2025-11-01 19:49:25.905474,2025-11-01 19:49:25.905474,1
2952,LEAD-D60JKXRB,REDZONE HEALTH AND WELLNESS LLC,1119,Submitted Waiting For Approval,Underwriting,,2025-11-01 19:49:25.998417,2025-11-01 19:49:25.998417,1
2953,LEAD-NJLTGYRE,Arkansas Military Veterans Hall of Fame,1305,Pitched Decision Maker,Deal Status,,2025-11-01 19:49:26.088239,2025-11-01 19:49:26.088239,1
2954,LEAD-F8I54DLJ,St. James of Fisherman episcopal Church,1001,Appointment For Presentation Set,Qualifying,,2025-11-01 19:49:26.180897,2025-11-01 19:49:26.180897,1
2955,LEAD-WB4ZCHLO,PURE PAINT FLORIDA LLC,4507,Brand New,Qualifying,,2025-11-01 19:49:26.275079,2025-11-01 19:49:26.275079,1
2956,LEAD-273RQL5X,T.O.,4227,Called LVM,Qualifying,,2025-11-01 19:49:26.384083,2025-11-01 19:49:26.384083,1
2957,LEAD-77QOQFL1,CIRCUS OF THE KIDS INC.,4301,Phone Followup,Qualifying,,2025-11-01 19:49:26.478861,2025-11-01 19:49:26.478861,1
2958,LEAD-7H4UBKUC,HEIGHTS APOTHECARY AND  HEMP LLC,1210,Phone Followup,Qualifying,,2025-11-01 19:49:26.570012,2025-11-01 19:49:26.570012,1
2959,LEAD-6YKER60G,BOY SCOUTS OF AMERICA TROOP 70,5006,Volume Too Low,Dead End,,2025-11-01 19:49:26.659694,2025-11-01 19:49:26.659694,1
2960,LEAD-JO1SWF7T,T.I.G.F.,4212,Called LVM,Qualifying,,2025-11-01 19:49:26.749749,2025-11-01 19:49:26.749749,1
2961,LEAD-6TULK36N,Midtown Print,4301,Difficult To Reach,Not Yet Interested,,2025-11-01 19:49:26.839462,2025-11-01 19:49:26.839462,1
2962,LEAD-8QBWZRFK,CM Merritt Construction,4235,No Appointment Set,Qualifying,,2025-11-01 19:49:26.930936,2025-11-01 19:49:26.930936,1
2963,LEAD-WS2XW69O,"Dominguez Retail Co,. LLC - Aylin's Fresh Market",1507,Called LVM,Qualifying,,2025-11-01 19:49:27.021455,2025-11-01 19:49:27.021455,1
2964,LEAD-WHO3DXFN,EL SASON DE GUERRERO MEXICAN FOOD LLC,1507,Proposal Completed,Deal Status,,2025-11-01 19:49:27.113222,2025-11-01 19:49:27.113222,1
2965,LEAD-O7AGDTHK,CUB SCOUT PACK 10,2003,Buried - Zero Chance For Deal,Dead End,,2025-11-01 19:49:27.201353,2025-11-01 19:49:27.201353,1
2966,LEAD-GG9D690P,Sunray Plumbing & Repair LLC,2021,Brand New,Qualifying,,2025-11-01 19:49:27.29225,2025-11-01 19:49:27.29225,1
2967,LEAD-ZAQH1UC7,(305) 731-3534,4001,Called LVM,Qualifying,,2025-11-01 19:49:27.385679,2025-11-01 19:49:27.385679,1
2968,LEAD-6LQ3MKMC,MARLON BARAHONA FOOD TRUCK,1402,Future Follow Up,Not Yet Interested,,2025-11-01 19:49:27.476117,2025-11-01 19:49:27.476117,1
2969,LEAD-MF7K67A2,East Arkansas Area Agency On Aging Inc,,Brand New,Qualifying,,2025-11-01 19:49:27.567254,2025-11-01 19:49:27.567254,1
2970,LEAD-4UIXVJYF,SANCHEZ WINDOWS AND DOORS IN THE KEYS LL,4001,Called LVM,Qualifying,,2025-11-01 19:49:27.657097,2025-11-01 19:49:27.657097,1
2971,LEAD-3VKHSP6C,MIKEY LITES IT LLC,4705,Application Sent To Merchant,Deal Status,,2025-11-01 19:49:27.745961,2025-11-01 19:49:27.745961,1
2972,LEAD-F36WY6FL,Docs On Duval,4007,Phone Followup,Qualifying,,2025-11-01 19:49:27.835624,2025-11-01 19:49:27.835624,1
2973,LEAD-2ASI6P3C,dba Westark Truck Repair,1410,Future Follow Up,Not Yet Interested,,2025-11-01 19:49:27.929081,2025-11-01 19:49:27.929081,1
1,3286747349841050,THE MARATHON LADY OF THE FL KEYS INC,4001,Merchant Is Live,Boarding,PayBright,2025-10-31 06:55:12.063791,2025-11-01 19:49:28.001,1
2974,LEAD-FQXL4QK4,nick zukowitz,4013,Pitched Decision Maker,Deal Status,,2025-11-01 19:49:28.111072,2025-11-01 19:49:28.111072,1
2975,LEAD-RVCARDTM,Hammer Navarro Tanoli & Associates PA,4619,Difficult To Reach,Not Yet Interested,,2025-11-01 19:49:28.292183,2025-11-01 19:49:28.292183,1
2976,LEAD-SBBH51SE,Corvette Generations,4505,Following Up For Decision,Deal Status,,2025-11-01 19:49:28.380416,2025-11-01 19:49:28.380416,1
2977,LEAD-SNRSWDOD,Crooked River LightHouse,1001,Pitched Decision Maker,Deal Status,,2025-11-01 19:49:28.471405,2025-11-01 19:49:28.471405,1
2978,LEAD-IS582JUZ,Executive Women of the Palm Beaches,4621,Proposal Completed,Deal Status,,2025-11-01 19:49:28.561288,2025-11-01 19:49:28.561288,1
2979,LEAD-WU98OQNK,STARFISH KITCHEN LLC,4001,Called LVM,Qualifying,,2025-11-01 19:49:28.651983,2025-11-01 19:49:28.651983,1
2980,LEAD-9UQ5QJY8,PIRATE CAFE LLC,4001,Called LVM,Qualifying,,2025-11-01 19:49:28.741676,2025-11-01 19:49:28.741676,1
2981,LEAD-F9M8PYSO,Alco Farms,1120,Brand New,Qualifying,,2025-11-01 19:49:28.920271,2025-11-01 19:49:28.920271,1
2982,LEAD-42UKI17M,Southern Style Equipment,,Application Sent To Merchant,Deal Status,,2025-11-01 19:49:29.009695,2025-11-01 19:49:29.009695,1
2983,LEAD-IX5N24ZG,Xenyas LLC,,Brand New,Qualifying,,2025-11-01 19:49:29.099662,2025-11-01 19:49:29.099662,1
2984,LEAD-ZQX354EY,JT RECOVERY & TOWING,1009,Future Follow Up,Not Yet Interested,,2025-11-01 19:49:29.278792,2025-11-01 19:49:29.278792,1
2985,LEAD-R44RNH7A,ISLAND LUXURY EVENTS CORP,4001,Phone Followup,Qualifying,,2025-11-01 19:49:29.369015,2025-11-01 19:49:29.369015,1
2986,LEAD-XY55754A,KNIGHTS OF COLUMBUS,4707,Called LVM,Qualifying,,2025-11-01 19:49:29.54919,2025-11-01 19:49:29.54919,1
2987,LEAD-MXFTHL8X,Mystique Landscape & Maintenance Inc,4613,Difficult To Reach,Not Yet Interested,,2025-11-01 19:49:29.642539,2025-11-01 19:49:29.642539,1
2988,LEAD-8HFWWZYT,Jackson Pools Inc,4017,Called LVM,Qualifying,,2025-11-01 19:49:29.784997,2025-11-01 19:49:29.784997,1
2989,LEAD-Z6ONJTRI,WELLNESS RECLAMATION LLC,4108,Phone Followup,Qualifying,,2025-11-01 19:49:29.876686,2025-11-01 19:49:29.876686,1
2990,LEAD-7ELB4K7N,Ginger Webb Chasolen DDS PL,4715,Called LVM,Qualifying,,2025-11-01 19:49:29.965931,2025-11-01 19:49:29.965931,1
2991,LEAD-VZBG08WV,Jane M Long,4212,Phone Followup,Qualifying,,2025-11-01 19:49:30.061971,2025-11-01 19:49:30.061971,1
2992,LEAD-CJC3ZGWK,Pure Paint Florida LLC,4507,Called LVM,Qualifying,,2025-11-01 19:49:30.152564,2025-11-01 19:49:30.152564,1
2993,LEAD-MV0VNQ2S,INTEGRITY INTERNATIONAL TRADING LLC,4612,Application Sent To Merchant,Deal Status,,2025-11-01 19:49:30.246311,2025-11-01 19:49:30.246311,1
2994,LEAD-SQW5CKBC,OUR HIDEAWAY CAFE LLC,4005,Application Sent To Merchant,Deal Status,,2025-11-01 19:49:30.700429,2025-11-01 19:49:30.700429,1
2995,LEAD-D0U8TKZM,venice area mobile meals,4715,Pitched Decision Maker,Deal Status,,2025-11-01 19:49:30.79117,2025-11-01 19:49:30.79117,1
2996,LEAD-50VZYG4F,Quick Biz Pro US LLC,4508,Buried - Zero Chance For Deal,Dead End,,2025-11-01 19:49:30.881377,2025-11-01 19:49:30.881377,1
2997,LEAD-9V7V2VVN,MDGLCC FOUNDATION INC,4614,Difficult To Reach,Not Yet Interested,,2025-11-01 19:49:30.970968,2025-11-01 19:49:30.970968,1
2998,LEAD-KIHFJRWC,A1 Mobile Mechanic Service LLC,4232,Proposal Completed,Deal Status,,2025-11-01 19:49:31.240367,2025-11-01 19:49:31.240367,1
2999,LEAD-18OVO2S6,AIR-CON SPECIALIST INC. DBA AIR SPECIALISTS,4604,Buried - No Reason Specified,Dead End,,2025-11-01 19:49:31.328495,2025-11-01 19:49:31.328495,1
2,22818441,"My Irish Pub, LLC",,Application Approved - Ready To Board,Underwriting,Shift4,2025-10-31 06:55:12.17453,2025-11-14 14:37:45.723,1
3000,LEAD-9VC0PY4M,Cassariano Italian Eatery,4715,Following Up For Decision,Deal Status,,2025-11-01 19:49:31.418678,2025-11-01 19:49:31.418678,1
3001,LEAD-GJ1ZT5BP,"Coins, Pawn and Collectables LLC",4715,Future Follow Up,Not Yet Interested,,2025-11-01 19:49:31.688764,2025-11-01 19:49:31.688764,1
3002,LEAD-7JEKCLIG,GLOBEBADIME AVIATION LLC,4613,Application Pended,Underwriting,,2025-11-01 19:49:31.778181,2025-11-01 19:49:31.778181,1
14,3286747770331300,Classic Creations in Diamonds & Gold Inc,4715,Merchant Is Live,Boarding,PayBright,2025-10-31 06:55:13.201311,2025-11-01 19:49:31.85,1
3003,LEAD-3HXOGR98,Frank Aubert LLC,4621,Difficult To Reach,Not Yet Interested,,2025-11-01 19:49:31.957782,2025-11-01 19:49:31.957782,1
3004,LEAD-OYMF2NNP,LA ROMANITA RESTAURANT AND LOUNGE LLC,4624,Buried - No Reason Specified,Dead End,,2025-11-01 19:49:32.049363,2025-11-01 19:49:32.049363,1
3005,LEAD-8I21PPFG,COCO'S BOAT RENTALS LLC,4001,Phone Followup,Qualifying,,2025-11-01 19:49:32.674859,2025-11-01 19:49:32.674859,1
3006,LEAD-L57VEHK7,Edgewater Power Boats,4601,Buried - No Reason Specified,Dead End,,2025-11-01 19:49:32.763654,2025-11-01 19:49:32.763654,1
3007,LEAD-QUISTH0O,Star Fabrication LLC,1409,Buried - No Reason Specified,Dead End,,2025-11-01 19:49:32.852945,2025-11-01 19:49:32.852945,1
3008,LEAD-IS2MB95P,Elia,4614,Buried - No Reason Specified,Dead End,,2025-11-01 19:49:32.942792,2025-11-01 19:49:32.942792,1
3009,LEAD-IK88IV0O,Machete International Group Inc,4624,Buried - No Reason Specified,Dead End,,2025-11-01 19:49:33.032597,2025-11-01 19:49:33.032597,1
3010,LEAD-M5OA94K2,RAD WEB LLC,4617,Buried - No Reason Specified,Dead End,,2025-11-01 19:49:33.213423,2025-11-01 19:49:33.213423,1
3011,LEAD-QYWHOW9H,FOUR STAR RENTALS  INC,4007,Shopped Us Back,Not Yet Interested,,2025-11-01 19:49:33.408066,2025-11-01 19:49:33.408066,1
3012,LEAD-QQVDXXLT,"KEYS WATERFRONT REALTY, INC.",4009,Future Follow Up,Not Yet Interested,,2025-11-01 19:49:33.589846,2025-11-01 19:49:33.589846,1
3013,LEAD-77LB3SN1,EAG & Associates LLC,4709,Cannot Convert Equipment,Dead End,,2025-11-01 19:49:33.949612,2025-11-01 19:49:33.949612,1
3014,LEAD-2GAYCT6Y,Island Deli LLC,4004,Appointment For Presentation Set,Qualifying,,2025-11-01 19:49:34.040141,2025-11-01 19:49:34.040141,1
3015,LEAD-U0Z7AEAY,Island Deli LLC,4004,Appointment For Presentation Set,Qualifying,,2025-11-01 19:49:34.316943,2025-11-01 19:49:34.316943,1
3016,LEAD-KDBHZUNC,BEST AMERICAN STORAGE LAKE WALES LLC,4212,Called LVM,Qualifying,,2025-11-01 19:49:34.409037,2025-11-01 19:49:34.409037,1
3017,LEAD-X6USR1HN,REBULIN MECHANIC LLC,4506,Called LVM,Qualifying,,2025-11-01 19:49:34.498354,2025-11-01 19:49:34.498354,1
3018,LEAD-Q8HDV4SF,Cole & Cole,5004,Called LVM,Qualifying,,2025-11-01 19:49:34.594065,2025-11-01 19:49:34.594065,1
3019,LEAD-L4OM9FKK,NEWCOMERS' CLUB OF CONWAY,1013,Volume Too Low,Dead End,,2025-11-01 19:49:34.694293,2025-11-01 19:49:34.694293,1
3020,LEAD-5F10R5JU,Rugged Repair and Fabrication,1202,Future Follow Up,Not Yet Interested,,2025-11-01 19:49:34.783835,2025-11-01 19:49:34.783835,1
3021,LEAD-I7KHBVVK,J & J Pool Specialist,4505,Phone Followup,Qualifying,,2025-11-01 19:49:34.873313,2025-11-01 19:49:34.873313,1
3022,LEAD-JTYSTIY4,LA NINA RESTAURANT INC,4005,Phone Followup,Qualifying,,2025-11-01 19:49:34.964672,2025-11-01 19:49:34.964672,1
3023,LEAD-GSSTNFJB,LESLIE JONES STEELE,1403,Called LVM,Qualifying,,2025-11-01 19:49:35.054912,2025-11-01 19:49:35.054912,1
3024,LEAD-KHVHG51Q,ALL IN BOAT LIFT INSTALLATIONS LLC,4001,Difficult To Reach,Not Yet Interested,,2025-11-01 19:49:35.324991,2025-11-01 19:49:35.324991,1
3025,LEAD-E90QPNDR,Matthew Soloway LLC,4715,Switched To Software Vendor,Merchant Cancelled,,2025-11-01 19:49:35.414329,2025-11-01 19:49:35.414329,1
3026,LEAD-4BB3E73A,"G.H.K.B. ENTERPRISES, LLC.",4501,Merchant Is Live,Boarding,,2025-11-01 19:49:35.685043,2025-11-01 19:49:35.685043,1
3027,LEAD-778YLBNM,QAMOSA LLC,4601,Buried - No Reason Specified,Dead End,,2025-11-01 19:49:35.774715,2025-11-01 19:49:35.774715,1
3028,LEAD-2ZAMFDY2,APPENNINO USA CORPORATION,4601,Buried - Zero Chance For Deal,Dead End,,2025-11-01 19:49:36.065417,2025-11-01 19:49:36.065417,1
3029,LEAD-ZTVCKUR1,BUSY FROG LLC,4239,Future Follow Up,Not Yet Interested,,2025-11-01 19:49:36.155188,2025-11-01 19:49:36.155188,1
3030,LEAD-PG2BPAGL,GULF COAST VACATION RENTALS INC,4212,Application Pended,Underwriting,,2025-11-01 19:49:36.244713,2025-11-01 19:49:36.244713,1
3031,LEAD-O158PDE7,Dennis Peak DBA Peak's Unlimited,4212,Future Follow Up,Not Yet Interested,,2025-11-01 19:49:37.06096,2025-11-01 19:49:37.06096,1
3032,LEAD-QZ3H0EAB,Greater Faith Temple,1218,Hot Lead,Qualifying,,2025-11-01 19:49:37.150925,2025-11-01 19:49:37.150925,1
3033,LEAD-A3HLPZV0,Grande Property services,4020,Called LVM,Qualifying,,2025-11-01 19:49:37.33234,2025-11-01 19:49:37.33234,1
3034,LEAD-7KGUIS19,SILVER ALLIES LLC,4205,Called LVM,Qualifying,,2025-11-01 19:49:37.870794,2025-11-01 19:49:37.870794,1
3035,LEAD-F3TPIBQ5,"LAKE TALQUIN STORE, INC.",4303,Buried - No Reason Specified,Dead End,,2025-11-01 19:49:37.959842,2025-11-01 19:49:37.959842,1
3036,LEAD-6PRJTI08,Summerlin Automotive,4004,Application Sent To Merchant,Deal Status,,2025-11-01 19:49:38.049603,2025-11-01 19:49:38.049603,1
3037,LEAD-T4X37IIF,Stevens Heavy Duty LLC,1219,Phone Followup,Qualifying,,2025-11-01 19:49:38.229676,2025-11-01 19:49:38.229676,1
3038,LEAD-V8P03GYC,"Real Estate Support Systems, Inc.",4108,Promised to Send Statement,Qualifying,,2025-11-01 19:49:38.319383,2025-11-01 19:49:38.319383,1
50,3286748722664170,Muffler Headquarters,,Change Of Ownership,Merchant Cancelled,PayBright,2025-10-31 06:55:16.236086,2025-11-01 19:49:38.392,1
3039,LEAD-NX9IN7SH,Emerald Hills Country Club Apartments Condominium,4613,Application Declined,Underwriting,,2025-11-01 19:49:38.501567,2025-11-01 19:49:38.501567,1
3040,LEAD-MIXWGBXO,Museum of Automobiles,1013,Buried - Zero Chance For Deal,Dead End,,2025-11-01 19:49:38.591416,2025-11-01 19:49:38.591416,1
3041,LEAD-HSJOZLAN,Rotonda Lakes Conserv Assoc,4020,Buried - Zero Chance For Deal,Dead End,,2025-11-01 19:49:38.770548,2025-11-01 19:49:38.770548,1
3042,LEAD-FPPR9TN0,AB MARTIN SERVICES,1210,Inaccurate Info/Duplicate Entry,Dead End,,2025-11-01 19:49:38.860675,2025-11-01 19:49:38.860675,1
3043,LEAD-HUKG60HK,INNOVATIVE PLUMBING SOLUTIONS,1210,Difficult To Reach,Not Yet Interested,,2025-11-01 19:49:39.405575,2025-11-01 19:49:39.405575,1
3044,LEAD-ISFWHZSB,Elite Investor Mindset Group,4507,Buried - Zero Chance For Deal,Dead End,,2025-11-01 19:49:40.021978,2025-11-01 19:49:40.021978,1
3045,LEAD-I31KI74W,HOMETOWN ROOFING LLC,1009,Called LVM,Qualifying,,2025-11-01 19:49:40.111362,2025-11-01 19:49:40.111362,1
3046,LEAD-DXHIOZOC,EL MALCRIADO LLC,4001,Phone Followup,Qualifying,,2025-11-01 19:49:40.201647,2025-11-01 19:49:40.201647,1
3047,LEAD-TMEEXOMF,UNLIMITED BUILDERS CORP DBA UNLIMITED WINDOWS,4624,Buried - No Reason Specified,Dead End,,2025-11-01 19:49:40.291248,2025-11-01 19:49:40.291248,1
3048,LEAD-1UA8A0MD,CENTRAL FLORIDA SHARKS YOUTH CHEERLEADING INC,4509,Buried - No Reason Specified,Dead End,,2025-11-01 19:49:40.561681,2025-11-01 19:49:40.561681,1
3049,LEAD-1AFG8F1T,CAM WORLDWIDE LLC,4007,Phone Followup,Qualifying,,2025-11-01 19:49:40.652704,2025-11-01 19:49:40.652704,1
3050,LEAD-MNOI6QJR,Cindys Puppy Parlor,4239,In Existing Contract,Not Yet Interested,,2025-11-01 19:49:40.74295,2025-11-01 19:49:40.74295,1
3051,LEAD-DZT4QKXW,GULF COUNTY TAX COLLECTOR,4212,Called LVM,Qualifying,,2025-11-01 19:49:40.834388,2025-11-01 19:49:40.834388,1
31,326748535143573,Michael Bonne Coppersmith,4013,Merchant Is Live,Boarding,PayBright,2025-10-31 06:55:14.629895,2025-11-14 14:37:32.129,1
3052,LEAD-4LCBXM6X,"THE ISLAMORADA FISHING CLUB, INC",4003,Promised to Send Statement,Qualifying,,2025-11-01 19:49:40.923565,2025-11-01 19:49:40.923565,1
3053,LEAD-3CQH23WR,Arkansas Juvenile Detention Association,1509,Pitched Decision Maker,Deal Status,,2025-11-01 19:49:41.01355,2025-11-01 19:49:41.01355,1
3054,LEAD-P1OD38QL,Useppa Inn & Dock,4018,Buried - No Reason Specified,Dead End,,2025-11-01 19:49:41.102845,2025-11-01 19:49:41.102845,1
3055,LEAD-32SFVY6U,Ace chimney sweep,1206,Future Follow Up,Not Yet Interested,,2025-11-01 19:49:41.193019,2025-11-01 19:49:41.193019,1
3056,LEAD-NHDMPQWO,UNIVERSAL MARINE CENTER INC,4601,Buried - No Reason Specified,Dead End,,2025-11-01 19:49:41.372304,2025-11-01 19:49:41.372304,1
3057,LEAD-G23ZEXLT,SUGAREE SANDS PC LLC,4202,Called LVM,Qualifying,,2025-11-01 19:49:41.463826,2025-11-01 19:49:41.463826,1
3058,LEAD-5S2EI3V5,BK's Koffee & Gifts,1403,Visit In Person,Qualifying,,2025-11-01 19:49:41.73504,2025-11-01 19:49:41.73504,1
3059,LEAD-BQB5F8BV,TLH GLASS LLC,4301,Went With Competitor,Not Yet Interested,,2025-11-01 19:49:41.826539,2025-11-01 19:49:41.826539,1
3060,LEAD-7U8X111C,GREENTREE FINANCIAL GROUP INC,4620,Buried - Zero Chance For Deal,Dead End,,2025-11-01 19:49:42.189484,2025-11-01 19:49:42.189484,1
3061,LEAD-DOLIG919,BRIGHT STAR ACADEMY DAY CARE CORP,4624,Buried - Zero Chance For Deal,Dead End,,2025-11-01 19:49:42.279504,2025-11-01 19:49:42.279504,1
3062,LEAD-4SMKK9VR,Assumption Catholic Parish,4613,Buried - No Reason Specified,Dead End,,2025-11-01 19:49:42.368484,2025-11-01 19:49:42.368484,1
3063,LEAD-CE9APFP3,N&R Construction & Roofing llc,1507,Difficult To Reach,Not Yet Interested,,2025-11-01 19:49:42.548542,2025-11-01 19:49:42.548542,1
3064,LEAD-E0CB0YYZ,POSEIDON BOAT LIFT SERVICES LLC,4403,Difficult To Reach,Not Yet Interested,,2025-11-01 19:49:42.639133,2025-11-01 19:49:42.639133,1
3065,LEAD-N93065CY,MEM PREVENTIVE MEDICAL SERVICES LLC,4001,Phone Followup,Qualifying,,2025-11-01 19:49:42.829373,2025-11-01 19:49:42.829373,1
3066,LEAD-OO7SEUSO,1BSC LLC,1206,Difficult To Reach,Not Yet Interested,,2025-11-01 19:49:42.918798,2025-11-01 19:49:42.918798,1
3067,LEAD-27K16I50,VARAHI ARK LLC,1213,Difficult To Reach,Not Yet Interested,,2025-11-01 19:49:43.01365,2025-11-01 19:49:43.01365,1
3068,LEAD-U3EL1Z8R,Daves Underground LLC,4211,Future Follow Up,Not Yet Interested,,2025-11-01 19:49:43.103229,2025-11-01 19:49:43.103229,1
3069,LEAD-SOPO3TXW,Lazy River Village Inc.,4020,Called LVM,Qualifying,,2025-11-01 19:49:43.291164,2025-11-01 19:49:43.291164,1
3070,LEAD-V2VO7N5F,AUTO SHOPPERS INC,4616,Buried - No Reason Specified,Dead End,,2025-11-01 19:49:43.382471,2025-11-01 19:49:43.382471,1
3071,LEAD-28VQ9FQP,Superior Cycle Works,4020,Pricing Too Low,Dead End,,2025-11-01 19:49:43.563327,2025-11-01 19:49:43.563327,1
3072,LEAD-K641W8LF,Morrilton Country Club,1022,Difficult To Reach,Not Yet Interested,,2025-11-01 19:49:43.653646,2025-11-01 19:49:43.653646,1
3073,LEAD-8K5L97RB,Howard Creek Country Mart LLC,4212,Future Follow Up,Not Yet Interested,,2025-11-01 19:49:43.834175,2025-11-01 19:49:43.834175,1
3074,LEAD-3A4TYGGK,lock and roll,1122,Pitched Decision Maker,Deal Status,,2025-11-01 19:49:43.924481,2025-11-01 19:49:43.924481,1
3075,LEAD-J0G6VI6H,Temple,4705,Called LVM,Qualifying,,2025-11-01 19:49:44.015478,2025-11-01 19:49:44.015478,1
3076,LEAD-KFJDUL61,"Rollin on Paint Services, LLC",4220,Called LVM,Qualifying,,2025-11-01 19:49:44.104959,2025-11-01 19:49:44.104959,1
3077,LEAD-1TO4S0BZ,FIVE TWO SEVEN FOOD,4506,Pitched Decision Maker,Deal Status,,2025-11-01 19:49:44.94417,2025-11-01 19:49:44.94417,1
3078,LEAD-BBZ8FVK2,UPPER CRUST PIZZA INC,4001,Proposal Completed,Deal Status,,2025-11-01 19:49:45.303271,2025-11-01 19:49:45.303271,1
3079,LEAD-DH4E129Z,Sweet Life Gourmet Italian Ice  DBA Flava Shack,4507,Pitched Decision Maker,Deal Status,,2025-11-01 19:49:45.396084,2025-11-01 19:49:45.396084,1
3080,LEAD-54YFGHFW,OCEANFRONT RESTORATION LLC,4705,Called LVM,Qualifying,,2025-11-01 19:49:45.486477,2025-11-01 19:49:45.486477,1
3081,LEAD-CPIGN6ZH,"G C MECHANICAL SERVICES , CORP",4001,Phone Followup,Qualifying,,2025-11-01 19:49:45.663565,2025-11-01 19:49:45.663565,1
3082,LEAD-7EPR7QFY,GOLDEN RULE CHILD CARE CENTERS LLC,4510,Called LVM,Qualifying,,2025-11-01 19:49:45.752873,2025-11-01 19:49:45.752873,1
3083,LEAD-1XUAK28U,Phillip Williams & Sons Inc,4510,Buried - Zero Chance For Deal,Dead End,,2025-11-01 19:49:45.841737,2025-11-01 19:49:45.841737,1
